Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units,Source_File,Interval_Start,Hits_in_10min
2025-09-28 10:00:41,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 10:00:00,27
2025-09-28 10:00:36,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 10:00:00,27
2025-09-28 10:00:27,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 10:00:00,27
2025-09-28 10:00:27,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 10:00:00,27
2025-09-28 10:00:24,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 10:00:00,27
2025-09-28 10:00:13,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 10:00:00,27
2025-09-28 10:00:13,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 10:00:00,27
2025-09-28 10:00:09,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 10:00:00,27
2025-09-28 09:26:13,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:26:06,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:26:05,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:29,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:20,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:18,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:14,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:11,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:11,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:06,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:05,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:25:00,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:24:58,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:24:52,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:24:48,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:24:36,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:24:23,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:24:18,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:24:13,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:22:44,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:22:38,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,3.csv,2025-09-28 09:20:00,22
2025-09-28 09:22:35,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,3.csv,2025-09-28 09:20:00,22
2025-09-28 03:02:26,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 03:00:00,10
2025-09-28 23:18:11,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:18:09,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:18:00,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:18:00,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:17:54,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:17:51,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:17:50,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:17:33,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:17:12,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:17:00,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:16:59,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:16:57,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 23:10:00,14
2025-09-28 23:16:43,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 23:10:00,14
2025-09-28 19:16:44,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 19:10:00,11
2025-09-28 19:16:43,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 19:10:00,11
2025-09-28 19:16:35,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 19:10:00,11
2025-09-28 19:16:10,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 19:10:00,11
2025-09-28 19:16:06,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 19:10:00,11
2025-09-28 17:15:17,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:15:12,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:15:12,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:15:08,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:14:33,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 17:10:00,17
2025-09-28 13:54:30,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,,3.csv,2025-09-28 13:50:00,13
2025-09-28 13:52:57,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,,3.csv,2025-09-28 13:50:00,13
2025-09-28 13:51:12,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,,3.csv,2025-09-28 13:50:00,13
2025-09-28 12:55:21,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:55:21,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:55:08,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:55:05,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:55:02,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:55:00,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:54:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:54:50,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 12:50:00,17
2025-09-28 12:54:42,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 12:50:00,17
2025-09-28 11:55:03,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:48,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,0,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:47,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:46,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.873,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:43,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.873,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:42,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.954,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:40,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,0,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:35,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9229,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:21,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:17,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9229,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:13,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9478,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:13,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9478,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:54:11,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9073,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:53:04,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:54,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,2503.45,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:52,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:49,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.7952,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:43,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.7952,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:37,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:37,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9353,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:31,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9353,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:30,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8948,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:20,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8948,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:19,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8886,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:09,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,1.43523,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:05,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9851,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:52:01,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:51:44,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9851,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:51:42,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8512,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:51:23,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:57,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8512,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:56,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9976,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:49,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9976,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:48,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9042,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:47,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9042,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:34,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9633,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:32,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9633,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:25,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.792,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:24,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.792,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:16,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9664,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:14,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9664,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:12,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8917,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:50:09,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8917,m3/h,3.csv,2025-09-28 11:50:00,43
2025-09-28 11:49:57,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8575,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:55,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8575,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:47,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.792,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:45,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.792,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:40,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9727,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:39,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:37,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9727,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:35,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8481,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:34,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8481,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:32,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:27,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.926,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:26,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.926,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:25,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9945,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:01,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9945,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:49:00,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9882,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:54,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,2447.96,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:50,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8761,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:49,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8761,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:37,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:35,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8824,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:29,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8824,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:28,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9229,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:25,4600,FQ_4606A,BAD PV,ACK,,R-4614A Outlet Water Flow,,,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:23,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9229,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:21,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9696,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:19,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9696,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:18,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9602,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:13,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9602,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:48:00,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8045,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:47:59,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8045,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:47:21,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8575,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:47:20,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8575,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:47:04,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9851,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:59,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9851,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:47,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.901,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:37,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.901,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:09,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9073,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:08,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9073,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:02,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9135,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:01,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9135,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:46:00,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.9166,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:45:57,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.9166,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:45:53,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.8606,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:45:47,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.8606,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:45:43,4600,FQ_4606A,BAD PV,OK,L 00,R-4614A Outlet Water Flow,84.7453,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 11:45:40,4600,FQ_4606A,BAD PV,,L 00,R-4614A Outlet Water Flow,84.7453,m3/h,3.csv,2025-09-28 11:40:00,46
2025-09-28 10:46:29,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:46:16,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:46:02,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:55,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:53,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:33,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:31,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:28,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:21,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:13,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 10:40:00,13
2025-09-28 10:45:12,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 10:40:00,13
2025-09-28 08:00:53,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 08:00:00,13
2025-09-28 08:00:49,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 08:00:00,13
2025-09-28 08:00:48,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 08:00:00,13
2025-09-28 03:58:00,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 03:50:00,13
2025-09-28 03:57:58,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 03:50:00,13
2025-09-28 03:57:56,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 03:50:00,13
2025-09-28 03:50:51,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 03:50:00,13
2025-09-28 01:46:12,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 01:40:00,23
2025-09-28 01:46:10,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 01:40:00,23
2025-09-28 01:46:05,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 01:40:00,23
2025-09-28 01:44:40,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 01:40:00,23
2025-09-28 17:19:42,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:19:39,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:19:37,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:19:37,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:19:32,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,3.csv,2025-09-28 17:10:00,17
2025-09-28 17:19:29,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,3.csv,2025-09-28 17:10:00,17
